Title,Abstract,Label,y,Text
novel phenylalanine-modified magnetic ferroferric oxide nanoparticles for ciprofloxacin removal from aqueous solution,"the pollution of natural water bodies by pharmaceutical compounds has led to serious concerns regarding ecological and public health safety. in this study, novel recyclable phenylalanine (phe)-modified magnetic ferroferric oxide nanoparticles (fe3o4@phe nps) were successfully synthesized for the first time using a simple one-pot method to remove ciprofloxacin (cip) from aqueous solutions. fe3o4 and fe3o4@phe nps were characterized using different techniques, such as scanning electron microscopy (sem), transmission electron microscopy (tem), fourier transform infrared (ftir), x-ray diffraction (xrd), brunauer-emmett-teller (bet), turbiscan analysis and vibrating-sample magnetometry (vsm). the results show that fe3o4 nps are fully encapsulated by phe, exhibiting an average diameter of 200 nm, a high specific surface area (35.79 m2 g-1), good dispersion and superparamagnetic properties. the effects of phe content, initial ph and ionic strength on cip adsorption onto fe3o4 and fe3o4@phe nps are investigated. the maximal adsorption capacity of cip onto fe3o4@phe nps is determined to be 49.27 mg g-1. the adsorption kinetics and isotherms show that the adsorption process follows the pseudo-second-order-kinetic and langmuir isotherm models, respectively. this indicates that the adsorption involves a rate-controlled monolayer chemisorption process. the regeneration experiments show that fe3o4 and fe3o4@phe nps exhibit good reusability for cip adsorption. adsorption mechanisms include electrostatic interactions, hydrogen bonding, hydrophobicity and π-π interactions. this study presents a promising strategy for the design and preparation of multifunctional nanoparticles to remove contaminants from the environment. © 2022 elsevier inc.",water,1,"novel phenylalanine-modified magnetic ferroferric oxide nanoparticles for ciprofloxacin removal from aqueous solution the pollution of natural water bodies by pharmaceutical compounds has led to serious concerns regarding ecological and public health safety. in this study, novel recyclable phenylalanine (phe)-modified magnetic ferroferric oxide nanoparticles (fe3o4@phe nps) were successfully synthesized for the first time using a simple one-pot method to remove ciprofloxacin (cip) from aqueous solutions. fe3o4 and fe3o4@phe nps were characterized using different techniques, such as scanning electron microscopy (sem), transmission electron microscopy (tem), fourier transform infrared (ftir), x-ray diffraction (xrd), brunauer-emmett-teller (bet), turbiscan analysis and vibrating-sample magnetometry (vsm). the results show that fe3o4 nps are fully encapsulated by phe, exhibiting an average diameter of 200 nm, a high specific surface area (35.79 m2 g-1), good dispersion and superparamagnetic properties. the effects of phe content, initial ph and ionic strength on cip adsorption onto fe3o4 and fe3o4@phe nps are investigated. the maximal adsorption capacity of cip onto fe3o4@phe nps is determined to be 49.27 mg g-1. the adsorption kinetics and isotherms show that the adsorption process follows the pseudo-second-order-kinetic and langmuir isotherm models, respectively. this indicates that the adsorption involves a rate-controlled monolayer chemisorption process. the regeneration experiments show that fe3o4 and fe3o4@phe nps exhibit good reusability for cip adsorption. adsorption mechanisms include electrostatic interactions, hydrogen bonding, hydrophobicity and π-π interactions. this study presents a promising strategy for the design and preparation of multifunctional nanoparticles to remove contaminants from the environment. © 2022 elsevier inc."
turning waste into valuables: in situ deposition of polypyrrole on the obsolete mask for cr(vi) removal and desalination,"the global mask consumption has been exacerbated because of the coronavirus disease 2019 (covid-19) pandemic. simultaneously, the traditional mask disposal methods (incineration and landfill) have caused serious environmental pollution and waste of resources. herein, a simple and green mass-production method has been proposed to recycle carbon protective mask (cpm) into the carbon protective mask/polydopamine/polypyrrole (cpm/pda/ppy) composite by in situ polymerization of ppy. the cpm/pda/ppy composite was used for the removal of cr(vi) and salt ions to produce clean water. the synergistic effect of ppy and the cpm improved the removal capability of cr(vi). the cpm/pda/ppy composite provided high adsorption capacity (358.68 mg g−1) and economic value (811.42 mg $−1). consequently, the cpm/pda/ppy (cathode) was combined with mno2 (anode) for desalination in cdi cells, demonstrated excellent desalination capacity (26.65 mg g−1) and ultrafast salt adsorption rate (6.96 mg g−1 min−1), which was higher than conventional cdi cells. our work proposes a new low-carbon strategy to recycle discarded masks and demonstrates their utilization in cr(vi) removal and seawater desalination. © 2022 elsevier b.v.",water,1,"turning waste into valuables: in situ deposition of polypyrrole on the obsolete mask for cr(vi) removal and desalination the global mask consumption has been exacerbated because of the coronavirus disease 2019 (covid-19) pandemic. simultaneously, the traditional mask disposal methods (incineration and landfill) have caused serious environmental pollution and waste of resources. herein, a simple and green mass-production method has been proposed to recycle carbon protective mask (cpm) into the carbon protective mask/polydopamine/polypyrrole (cpm/pda/ppy) composite by in situ polymerization of ppy. the cpm/pda/ppy composite was used for the removal of cr(vi) and salt ions to produce clean water. the synergistic effect of ppy and the cpm improved the removal capability of cr(vi). the cpm/pda/ppy composite provided high adsorption capacity (358.68 mg g−1) and economic value (811.42 mg $−1). consequently, the cpm/pda/ppy (cathode) was combined with mno2 (anode) for desalination in cdi cells, demonstrated excellent desalination capacity (26.65 mg g−1) and ultrafast salt adsorption rate (6.96 mg g−1 min−1), which was higher than conventional cdi cells. our work proposes a new low-carbon strategy to recycle discarded masks and demonstrates their utilization in cr(vi) removal and seawater desalination. © 2022 elsevier b.v."
mechanism of β-blocker biodegradation by wastewater microorganisms,"the recalcitrant β-blockers have been widely detected in aquatic environments up to several hundred μg/l, which are major contributors to β1 antagonistic activities in wastewater. their biodegradation mechanisms remain obscure, hindering the development of efficient removal techniques. this study constructed the biodegradation pathways for three typical β-blockers, namely atenolol, metoprolol, and propranolol, assessed the toxicity of their major biotransformation products, and identified the key enzyme catalyzing the o-dealkylation reaction leading to pollutant mineralization. atenolol and metoprolol degradation was more efficient than that of propranolol by activated sludge, producing metoprolol acid (mtpa) as a major intermediate. hydrogenophaga sp. ym1 isolated from activated sludge possess the α-ketoglutarate dependent dioxygenase (tfda) responsible for o-dealkylation of mtpa and propranolol, producing 4-hydroxyphenylacetic acid (4-hpa) that can be further degraded and ultimately enters the tca cycle. the role of tfda was verified by proteomics, enzyme stimulation/inhibition tests, and gene knockout experiments. molecular docking suggests its different interactions with mtpa and propranolol. acetate facilitated the degradation of β-blockers efficiently. the results may shed light on enhanced biological removals of broader β-blockers and their transformation products in the environment. © 2022 elsevier b.v.",water,1,"mechanism of β-blocker biodegradation by wastewater microorganisms the recalcitrant β-blockers have been widely detected in aquatic environments up to several hundred μg/l, which are major contributors to β1 antagonistic activities in wastewater. their biodegradation mechanisms remain obscure, hindering the development of efficient removal techniques. this study constructed the biodegradation pathways for three typical β-blockers, namely atenolol, metoprolol, and propranolol, assessed the toxicity of their major biotransformation products, and identified the key enzyme catalyzing the o-dealkylation reaction leading to pollutant mineralization. atenolol and metoprolol degradation was more efficient than that of propranolol by activated sludge, producing metoprolol acid (mtpa) as a major intermediate. hydrogenophaga sp. ym1 isolated from activated sludge possess the α-ketoglutarate dependent dioxygenase (tfda) responsible for o-dealkylation of mtpa and propranolol, producing 4-hydroxyphenylacetic acid (4-hpa) that can be further degraded and ultimately enters the tca cycle. the role of tfda was verified by proteomics, enzyme stimulation/inhibition tests, and gene knockout experiments. molecular docking suggests its different interactions with mtpa and propranolol. acetate facilitated the degradation of β-blockers efficiently. the results may shed light on enhanced biological removals of broader β-blockers and their transformation products in the environment. © 2022 elsevier b.v."
"in situ preparation of a multifunctional adsorbent by optimizing the fe2+/fe3+/mn2+/ha ratio for simultaneous and efficient removal of cd(ii), pb(ii), cu(ii), zn(ii), as(iii), sb(iii), as(v) and sb(v) from aqueous environment: behaviors and mechanisms","multiple potentially toxic elements (ptes) often coexist in practical wastewater environment, which poses serious risks to the ecological environment and human health. however, few of the reported adsorbents are capable of simultaneously and effectively removing multiple ptes from wastewater due to the unique properties of each element. in this work, a multifunctional adsorbent fmhs was developed by optimizing fe2+/fe3+/mn2+/ha ratio, and applied to remove cd(ii), pb(ii), cu(ii), zn(ii), as(iii), sb(iii), as(v) and sb(v) from aqueous solution. results revealed that the adsorption data obeyed the elovich, sips and redlich–peterson models in the mono–component system, and the maximum adsorption capacity of fmhs was superior to most adsorbents reported in the literatures. in addition, fmhs retained considerable removal capacity after four cycles, and maintained excellent adsorption performance under the interference of different environmental factors (including ph, ionic strength, co-existing ions and humic acid). in the multi−component system, fmhs also presented high adsorption capacity for all the selected ptes, especially for sb(iii/v) and pb(ii). characterization results conﬁrmed that various removal mechanisms, such as precipitation, surface complexation, ion exchange, electrostatic attraction and redox, were responsible for the capture of ptes by fmhs. © 2022 elsevier b.v.",water,1,"in situ preparation of a multifunctional adsorbent by optimizing the fe2+/fe3+/mn2+/ha ratio for simultaneous and efficient removal of cd(ii), pb(ii), cu(ii), zn(ii), as(iii), sb(iii), as(v) and sb(v) from aqueous environment: behaviors and mechanisms multiple potentially toxic elements (ptes) often coexist in practical wastewater environment, which poses serious risks to the ecological environment and human health. however, few of the reported adsorbents are capable of simultaneously and effectively removing multiple ptes from wastewater due to the unique properties of each element. in this work, a multifunctional adsorbent fmhs was developed by optimizing fe2+/fe3+/mn2+/ha ratio, and applied to remove cd(ii), pb(ii), cu(ii), zn(ii), as(iii), sb(iii), as(v) and sb(v) from aqueous solution. results revealed that the adsorption data obeyed the elovich, sips and redlich–peterson models in the mono–component system, and the maximum adsorption capacity of fmhs was superior to most adsorbents reported in the literatures. in addition, fmhs retained considerable removal capacity after four cycles, and maintained excellent adsorption performance under the interference of different environmental factors (including ph, ionic strength, co-existing ions and humic acid). in the multi−component system, fmhs also presented high adsorption capacity for all the selected ptes, especially for sb(iii/v) and pb(ii). characterization results conﬁrmed that various removal mechanisms, such as precipitation, surface complexation, ion exchange, electrostatic attraction and redox, were responsible for the capture of ptes by fmhs. © 2022 elsevier b.v."
resource utilization of steel converter slag: efficient degradation of typical organic flotation reagent α-nitroso-β-naphthol via the synergy of radical and non-radical pathways,"the organic pollution generated during production and processing in the mining area seriously endangers the ecological security of the surrounding environment. in this study, degradation of α-nitroso-β-naphthol (αnβn), a typical organic flotation reagent in mining area, by using steel converter slag (scs) as a low-cost catalyst was reported for the first time. the results showed that scs + h2o2 could effectively remove αnβn from water solutions. in the system used in this study, more than 98.8 % of αnβn could be removed within 60 min. based on the analysis of the experimental results, the synergistic mechanism of radical and non-radical pathways was proposed. the radical pathway mainly consisted of [rad]oh radical oxidation, while the non-free radical pathway consisted of 1o2 and electron transfer. fe, bridging oh and terminal oh on the surface of scs were the active sites for h2o2 activation. the removal performance of the system was not affected by common coexisting ions, and showed strong anti-interference ability. after 4 times repeated use, the removal efficiency still reached more than 83 %. hplc-ms was used to analyze the intermediate products, while the changes in their toxicity effects were analyzed by microcalorimetry for the first time. the results showed that the system could effectively reduce the ecotoxicity of a water solution containing αnβn. this study provides not only a new strategy for treating organic pollution in mining areas, but also a new idea for the green cycle development of industry and mining from the perspective of “treat the wastes with wastes”. © 2022 elsevier b.v.",water,1,"resource utilization of steel converter slag: efficient degradation of typical organic flotation reagent α-nitroso-β-naphthol via the synergy of radical and non-radical pathways the organic pollution generated during production and processing in the mining area seriously endangers the ecological security of the surrounding environment. in this study, degradation of α-nitroso-β-naphthol (αnβn), a typical organic flotation reagent in mining area, by using steel converter slag (scs) as a low-cost catalyst was reported for the first time. the results showed that scs + h2o2 could effectively remove αnβn from water solutions. in the system used in this study, more than 98.8 % of αnβn could be removed within 60 min. based on the analysis of the experimental results, the synergistic mechanism of radical and non-radical pathways was proposed. the radical pathway mainly consisted of [rad]oh radical oxidation, while the non-free radical pathway consisted of 1o2 and electron transfer. fe, bridging oh and terminal oh on the surface of scs were the active sites for h2o2 activation. the removal performance of the system was not affected by common coexisting ions, and showed strong anti-interference ability. after 4 times repeated use, the removal efficiency still reached more than 83 %. hplc-ms was used to analyze the intermediate products, while the changes in their toxicity effects were analyzed by microcalorimetry for the first time. the results showed that the system could effectively reduce the ecotoxicity of a water solution containing αnβn. this study provides not only a new strategy for treating organic pollution in mining areas, but also a new idea for the green cycle development of industry and mining from the perspective of “treat the wastes with wastes”. © 2022 elsevier b.v."
ni-coordination polymer as potential remedial compound for efficient detection and seclusion of toxic aromatic dyes from contaminated water,"a parqueted 2d metal-organic framework [ni(hbtc)(bimb)]n(1) has been synthesized hydrothermally by means of ni(ii) ion with benzene 1,3,5 tricarboxylic acid (btc), 1,4-bis(imidazole-1-ylmethyl)benzene (bimb) ligands. the (1) was employed as adsorbent for a series of 13 harmful organic dyes in contaminated water. the adsorption study shows that it exhibits good efficiency for cationic dyes like methyl violet (93.0%), crystal violet (92.0%),), rhodamine b (87%), rhodamine 6g (89.0%) and for rose bengal it is 90.0%, which is an anionic dye while for neutral dye i.e., neutral red it is 87.0% at ambient temperature and found that electrostatic attractions, π–π and h-bonding interactions are instrumental in dye uptake. the effect of ph was analyised and found that as ph increases the adsorption efficiency of ni-coordination polymer increased exponentially. it shows maximum adsorption concentration than rice husk (rh) and saw dust (sd) for maximum dyes among all the 13 screened dyes. the detection limit of (1) for mostly adsorbed concentration of dyes, namely mv, cv, rb, nr, rhb and rh6g, was found to be 0.70 ppm, 0.87 ppm, 1.06 ppm, 1.33 ppm, 1.34 ppm and 1.36 ppm, respectively and follows pseudo-first (mv, cv and rb) and pseudo-second (nr, rhb and rh6g) order kinetics. the excellent adsorption and regeneration concert of (1) summit to be a potential and efficient future remedial material for detection and separation of toxic dyes from waste water contaminated by industrial effluents. © 2022 elsevier b.v.",water,1,"ni-coordination polymer as potential remedial compound for efficient detection and seclusion of toxic aromatic dyes from contaminated water a parqueted 2d metal-organic framework [ni(hbtc)(bimb)]n(1) has been synthesized hydrothermally by means of ni(ii) ion with benzene 1,3,5 tricarboxylic acid (btc), 1,4-bis(imidazole-1-ylmethyl)benzene (bimb) ligands. the (1) was employed as adsorbent for a series of 13 harmful organic dyes in contaminated water. the adsorption study shows that it exhibits good efficiency for cationic dyes like methyl violet (93.0%), crystal violet (92.0%),), rhodamine b (87%), rhodamine 6g (89.0%) and for rose bengal it is 90.0%, which is an anionic dye while for neutral dye i.e., neutral red it is 87.0% at ambient temperature and found that electrostatic attractions, π–π and h-bonding interactions are instrumental in dye uptake. the effect of ph was analyised and found that as ph increases the adsorption efficiency of ni-coordination polymer increased exponentially. it shows maximum adsorption concentration than rice husk (rh) and saw dust (sd) for maximum dyes among all the 13 screened dyes. the detection limit of (1) for mostly adsorbed concentration of dyes, namely mv, cv, rb, nr, rhb and rh6g, was found to be 0.70 ppm, 0.87 ppm, 1.06 ppm, 1.33 ppm, 1.34 ppm and 1.36 ppm, respectively and follows pseudo-first (mv, cv and rb) and pseudo-second (nr, rhb and rh6g) order kinetics. the excellent adsorption and regeneration concert of (1) summit to be a potential and efficient future remedial material for detection and separation of toxic dyes from waste water contaminated by industrial effluents. © 2022 elsevier b.v."
real-time variabilities in microplastic abundance and characteristics of urban surface runoff and sewer overflow in wet weather as impacted by land use and storm factors,"urban surface runoff (usr) and drainage system overflows during wet weather (wwf) play a key role in shaping water pollution. particularly, the impact of large amounts of microplastic pollution on urban water bodies is unclear. we conducted an in-field investigation in six central urban drainage systems along suzhou creek in the shanghai megacity of china and identified the impacts of storm factors and land use on the real-time dynamic changes in microplastic abundance and characteristics in usr and wwf. microplastic abundances ranged from 228.3 ± 105.4–4969.51 ± 348.8, 309.3 ± 144.3–5195.8 ± 425.5, and 130.0 ± 30.0–8500.0 ± 1241.0 particles/l in the traffic and residential catchment usr, and the wwf, respectively. under similar storm factor conditions, we observed correlations between environmental factors and microplastic abundance, especially the polymer type, verifying the significant role of land use. the microplastic abundance were 90.2 particles/l higher in the traffic catchment usr than in the residential catchment usr. notably, we found unique microplastic polymers comprising ethylene vinyl acetate copolymer and thermoplastic elastomers in the residential and traffic catchment usr, respectively. however, land use had a minimum impact on the size and shape of microplastics: small-sized and film microplastics dominated in both usr types. we found statistical evidence of the widespread correlations between microplastic abundance and storm factors (accumulated storm depth and wwf flow) in both usr and wwf. the first flush phenomenon of microplastic dynamics was found in both usr and wwf. microplastic characteristics also changed dynamically with storm time. with heavy storm factors, polypropylene and small-sized (<1 mm) microplastics in usr events increased and then decreased. this was also true for wwf events in granular and polyethylene terephthalate microplastics. our results can facilitate the targeted mitigation of emerging pollutants to enhance stormwater management strategies and prevent future contamination. © 2022 elsevier b.v.",water,1,"real-time variabilities in microplastic abundance and characteristics of urban surface runoff and sewer overflow in wet weather as impacted by land use and storm factors urban surface runoff (usr) and drainage system overflows during wet weather (wwf) play a key role in shaping water pollution. particularly, the impact of large amounts of microplastic pollution on urban water bodies is unclear. we conducted an in-field investigation in six central urban drainage systems along suzhou creek in the shanghai megacity of china and identified the impacts of storm factors and land use on the real-time dynamic changes in microplastic abundance and characteristics in usr and wwf. microplastic abundances ranged from 228.3 ± 105.4–4969.51 ± 348.8, 309.3 ± 144.3–5195.8 ± 425.5, and 130.0 ± 30.0–8500.0 ± 1241.0 particles/l in the traffic and residential catchment usr, and the wwf, respectively. under similar storm factor conditions, we observed correlations between environmental factors and microplastic abundance, especially the polymer type, verifying the significant role of land use. the microplastic abundance were 90.2 particles/l higher in the traffic catchment usr than in the residential catchment usr. notably, we found unique microplastic polymers comprising ethylene vinyl acetate copolymer and thermoplastic elastomers in the residential and traffic catchment usr, respectively. however, land use had a minimum impact on the size and shape of microplastics: small-sized and film microplastics dominated in both usr types. we found statistical evidence of the widespread correlations between microplastic abundance and storm factors (accumulated storm depth and wwf flow) in both usr and wwf. the first flush phenomenon of microplastic dynamics was found in both usr and wwf. microplastic characteristics also changed dynamically with storm time. with heavy storm factors, polypropylene and small-sized (<1 mm) microplastics in usr events increased and then decreased. this was also true for wwf events in granular and polyethylene terephthalate microplastics. our results can facilitate the targeted mitigation of emerging pollutants to enhance stormwater management strategies and prevent future contamination. © 2022 elsevier b.v."
revisiting uv/sulfite exposed to air: a redox process for reductive dechlorination and oxidative mineralization,"2,4-dichlorophenol (2,4-dcp) widely exists in many industrial wastewaters and is considered a priority pollutant due to its high toxicity. in this work, we proposed a uv/sulfite process without aeration for high-efficiency dechlorination and enhanced mineralization. the uv/sulfite system significantly improved the removal of 2,4-dcp (93.33 % in 60 min) and dechlorination rate (85.13 % in 60 min) compared with uv alone and sulfite alone, and the synergistic factor was 6.59. the uv/sulfite system without aeration improved the mineralization rate (49.80 %) compared with the nitrogen aeration system. uv/sulfite was a reduction-oxidation coupled process and was more suitable for neutral and alkaline conditions. reducing species (hydrated electrons and h•) made 2,4-dcp dechlorinate to form dechlorination products such as p-chlorophenol (4-cp), o-chlorophenol (2-cp), and phenol, which were further mineralized by oxidized species (so4•-). uv/sulfite remained highly efficient in the presence of coexisting ions and under different water quality conditions. this process was also suitable for removing a wide range of chlorinated organic compounds. the uv/sulfite process without aeration can achieve high dechlorination and enhanced mineralization with simple operation and low cost (1.78 $·m−3 order−1), which has a broad and cost-effective application prospect in removing refractory halogenated organic pollutants. © 2022 elsevier b.v.",water,1,"revisiting uv/sulfite exposed to air: a redox process for reductive dechlorination and oxidative mineralization 2,4-dichlorophenol (2,4-dcp) widely exists in many industrial wastewaters and is considered a priority pollutant due to its high toxicity. in this work, we proposed a uv/sulfite process without aeration for high-efficiency dechlorination and enhanced mineralization. the uv/sulfite system significantly improved the removal of 2,4-dcp (93.33 % in 60 min) and dechlorination rate (85.13 % in 60 min) compared with uv alone and sulfite alone, and the synergistic factor was 6.59. the uv/sulfite system without aeration improved the mineralization rate (49.80 %) compared with the nitrogen aeration system. uv/sulfite was a reduction-oxidation coupled process and was more suitable for neutral and alkaline conditions. reducing species (hydrated electrons and h•) made 2,4-dcp dechlorinate to form dechlorination products such as p-chlorophenol (4-cp), o-chlorophenol (2-cp), and phenol, which were further mineralized by oxidized species (so4•-). uv/sulfite remained highly efficient in the presence of coexisting ions and under different water quality conditions. this process was also suitable for removing a wide range of chlorinated organic compounds. the uv/sulfite process without aeration can achieve high dechlorination and enhanced mineralization with simple operation and low cost (1.78 $·m−3 order−1), which has a broad and cost-effective application prospect in removing refractory halogenated organic pollutants. © 2022 elsevier b.v."
"occurrence of contaminants of emerging concern in the eerste river, south africa: towards the optimisation of an urban water profiling approach for public- and ecological health risk characterisation","the study evaluated the presence and fate of various contaminants of emerging concern (cecs) from a south african wastewater treatment works (wwtw) and surface waters located around an urban setting. a total of 45 cecs were quantified from nine sampling locations over an 11-month period. daily loads (g/day) of the target analytes in the wwtw showed persistence of some cecs, along with population-normalised daily loads (mg/day/1000inh) of pharmaceuticals and drugs of abuse (doa) that were estimated for the first time in the study area. multiple chemical markers were recorded in river water located upstream of the wwtw discharge throughout the study period, suggesting a high degree of diffuse pollution from urban communities in the study area that are not connected to sewage networks or where sanitation services are limited. the potential of using defined surface water locations to perform community-wide substance use profiling for non-sewered communities was also explored. environmental risk characterisation for the wwtw effluent and surface waters throughout the study period provided multiple risk quotients (rq) for the target list of cecs spanning over various sentinel trophic levels. high risk profiles (rq > 1.0) with a frequency of exceedance (foe) larger than 75 % were recorded for several cecs in both wwtw effluent and surface water locations that suggest potential long-term ecological health risk impacts of pollution hotspot areas in the river catchment situated around the urban area. we present challenges in surface water quality within the study area that is relatable, or may even present more challenging, in other low- or middle-income country (lmics) settings. the study also highlighted some challenges and limitations associated with the much-needed application of wastewater-based epidemiology (wbe) intervention in non-sewered communities that can inform on public health and communal substance use profiles of the entire urban setting. © 2022",water,1,"occurrence of contaminants of emerging concern in the eerste river, south africa: towards the optimisation of an urban water profiling approach for public- and ecological health risk characterisation the study evaluated the presence and fate of various contaminants of emerging concern (cecs) from a south african wastewater treatment works (wwtw) and surface waters located around an urban setting. a total of 45 cecs were quantified from nine sampling locations over an 11-month period. daily loads (g/day) of the target analytes in the wwtw showed persistence of some cecs, along with population-normalised daily loads (mg/day/1000inh) of pharmaceuticals and drugs of abuse (doa) that were estimated for the first time in the study area. multiple chemical markers were recorded in river water located upstream of the wwtw discharge throughout the study period, suggesting a high degree of diffuse pollution from urban communities in the study area that are not connected to sewage networks or where sanitation services are limited. the potential of using defined surface water locations to perform community-wide substance use profiling for non-sewered communities was also explored. environmental risk characterisation for the wwtw effluent and surface waters throughout the study period provided multiple risk quotients (rq) for the target list of cecs spanning over various sentinel trophic levels. high risk profiles (rq > 1.0) with a frequency of exceedance (foe) larger than 75 % were recorded for several cecs in both wwtw effluent and surface water locations that suggest potential long-term ecological health risk impacts of pollution hotspot areas in the river catchment situated around the urban area. we present challenges in surface water quality within the study area that is relatable, or may even present more challenging, in other low- or middle-income country (lmics) settings. the study also highlighted some challenges and limitations associated with the much-needed application of wastewater-based epidemiology (wbe) intervention in non-sewered communities that can inform on public health and communal substance use profiles of the entire urban setting. © 2022"
current research trends on emerging contaminants pharmaceutical and personal care products (ppcps): a comprehensive review,"pharmaceutical and personnel care products (ppcps) from wastewater are a potential hazard to the human health and wildlife, and their occurrence in wastewater has caught the concern of researchers recently. to deal with ppcps, various treatment technologies have been evolved such as physical, biological, and chemical methods. nevertheless, modern and efficient techniques such as advance oxidation processes (aops) demand expensive chemicals and energy, which ultimately leads to a high treatment cost. therefore, integration of chemical techniques with biological processes has been recently suggested to decrease the expenses. furthermore, combining ozonation with activated carbon (ac) can significantly enhance the removal efficiency. there are some other emerging technologies of lower operational cost like photo-fenton method and solar radiation-based methods as well as constructed wetland, which are promising. however, feasibility and practicality in pilot-scale have not been estimated for most of these advanced treatment technologies. in this context, the present review work explores the treatment of emerging ppcps in wastewater, via available conventional, non-conventional, and integrated technologies. furthermore, this work focused on the state-of-art technologies via an extensive literature search, highlights the limitations and challenges of the prevailing commercial technologies. finally, this work provides a brief discussion and offers future research directions on technologies needed for treatment of wastewater containing ppcps, accompanied by techno-economic feasibility assessment. © 2022 elsevier b.v.",water,1,"current research trends on emerging contaminants pharmaceutical and personal care products (ppcps): a comprehensive review pharmaceutical and personnel care products (ppcps) from wastewater are a potential hazard to the human health and wildlife, and their occurrence in wastewater has caught the concern of researchers recently. to deal with ppcps, various treatment technologies have been evolved such as physical, biological, and chemical methods. nevertheless, modern and efficient techniques such as advance oxidation processes (aops) demand expensive chemicals and energy, which ultimately leads to a high treatment cost. therefore, integration of chemical techniques with biological processes has been recently suggested to decrease the expenses. furthermore, combining ozonation with activated carbon (ac) can significantly enhance the removal efficiency. there are some other emerging technologies of lower operational cost like photo-fenton method and solar radiation-based methods as well as constructed wetland, which are promising. however, feasibility and practicality in pilot-scale have not been estimated for most of these advanced treatment technologies. in this context, the present review work explores the treatment of emerging ppcps in wastewater, via available conventional, non-conventional, and integrated technologies. furthermore, this work focused on the state-of-art technologies via an extensive literature search, highlights the limitations and challenges of the prevailing commercial technologies. finally, this work provides a brief discussion and offers future research directions on technologies needed for treatment of wastewater containing ppcps, accompanied by techno-economic feasibility assessment. © 2022 elsevier b.v."
the detection of ash derived from the illegal co-combustion of solid waste with coal in domestic boilers with the aid of spectrometric approaches and statistical learning,"emissions from solid fuels used for individual heating in suburban areas and in towns are a constantly growing threat to human health. another very negative factor is illegal waste disposal by combustion in installations not adapted for this purpose. most developed and developing countries have existing statutory rules regarding the prohibition of domestic and municipal waste combustion in a different way than in installations adapted for it, i.e., in waste incineration plants. nonetheless, only a few countries, including switzerland, the czech republic, and poland, have regulations governing the control of domestic boilers, allowing verification of compliance with legislation prohibiting waste disposal by combustion and legislation governing environmental protection, particularly air protection. however, for these conditions to be met, a methodology must be developed. as a result, a unique approach and algorithm for the classification of wastes (solid ash) and the identification of dangerous compounds that may originate from waste co-combustion have been created and presented in this work. the proposed algorithm has a 97% accuracy, and the solution produced on its basis consists of four steps: obtaining a sample, performing a visual analysis, analysing the chemical composition, and calibrating with the result. © 2022 elsevier b.v.",air,2,"the detection of ash derived from the illegal co-combustion of solid waste with coal in domestic boilers with the aid of spectrometric approaches and statistical learning emissions from solid fuels used for individual heating in suburban areas and in towns are a constantly growing threat to human health. another very negative factor is illegal waste disposal by combustion in installations not adapted for this purpose. most developed and developing countries have existing statutory rules regarding the prohibition of domestic and municipal waste combustion in a different way than in installations adapted for it, i.e., in waste incineration plants. nonetheless, only a few countries, including switzerland, the czech republic, and poland, have regulations governing the control of domestic boilers, allowing verification of compliance with legislation prohibiting waste disposal by combustion and legislation governing environmental protection, particularly air protection. however, for these conditions to be met, a methodology must be developed. as a result, a unique approach and algorithm for the classification of wastes (solid ash) and the identification of dangerous compounds that may originate from waste co-combustion have been created and presented in this work. the proposed algorithm has a 97% accuracy, and the solution produced on its basis consists of four steps: obtaining a sample, performing a visual analysis, analysing the chemical composition, and calibrating with the result. © 2022 elsevier b.v."
red mud-based catalysts for the catalytic removal of typical air pollutants: a review,"red mud, as a solid waste produced during the alumina production, can cause severe eco-environmental pollution and health risks to human. therefore, the resourcing of this type of solid waste is an effective way for the sustainable development. this paper reviews the recent progress on red mud-based catalysts for the removal of typical air pollutants, such as the catalytic reduction of nitrogen oxides (nox) by nh3 (nh3-scr) and the catalytic oxidation of co and volatile organic compounds (vocs). the factors influencing the catalytic performance and the structure–activity relationship have been discussed. future prospects and directions for the development of such catalysts are also proposed. this review would benefit for the high value-added utilizations of red mud in mitigating atmospheric pollutions. © 2022",air,2,"red mud-based catalysts for the catalytic removal of typical air pollutants: a review red mud, as a solid waste produced during the alumina production, can cause severe eco-environmental pollution and health risks to human. therefore, the resourcing of this type of solid waste is an effective way for the sustainable development. this paper reviews the recent progress on red mud-based catalysts for the removal of typical air pollutants, such as the catalytic reduction of nitrogen oxides (nox) by nh3 (nh3-scr) and the catalytic oxidation of co and volatile organic compounds (vocs). the factors influencing the catalytic performance and the structure–activity relationship have been discussed. future prospects and directions for the development of such catalysts are also proposed. this review would benefit for the high value-added utilizations of red mud in mitigating atmospheric pollutions. © 2022"
