Year,Title,Abstract,Text,y,Label,Probability
2022,"developing a conceptual framework of green mining strategy in coal mines: integrating socio-economic, health, and environmental factors","considering that mining has many environmental impacts from the exploration phase to production and finally closure, it is necessary to plan the activities so that the concept of green mining is realized in its true meaning. this means that mining is carried out in order to obtain the minerals that are used in various industries; however, by taking appropriate measures, the impacts of mining on the environment are reduced to a minimum level. since there is little information about the environmental, ecological, hydrological, and hydrogeological status in most mining areas, a comprehensive study of the area's water, soil, plants, and animal species should be conducted. the existence of permanent and seasonal rivers in the vicinity of some mines, in some cases being located in protected areas of the iranian department of environment, and the presence of vegetation near some mines are among the matters that cause many environmental challenges in the mining areas. for this purpose, a series of comprehensive studies are critical in the pre-mining, during mining, and closure phases of the mine life. in addition, detailed studies should be done on factories such as smelters located in the mining areas. life cycle assessment (lca) is widely used in order to determine the environmental status of these factories. furthermore, the issue of process water and water recycling, as well as waste management, should be considered. nowadays, the environmental monitoring technology is one of the widely used tools in many mines in the world. moreover, these mining companies' green space management system should be given special attention according to the obligatory standards of the iranian department of environment. in this paper, a conceptual framework for the green mining method will be introduced for the coal mines to consider the economic and social aspects, and we pay a special attention to the health, safety, and environmental requirements. © 2022, shahrood university of technology. all rights reserved.","developing a conceptual framework of green mining strategy in coal mines: integrating socio-economic, health, and environmental factors considering that mining has many environmental impacts from the exploration phase to production and finally closure, it is necessary to plan the activities so that the concept of green mining is realized in its true meaning. this means that mining is carried out in order to obtain the minerals that are used in various industries; however, by taking appropriate measures, the impacts of mining on the environment are reduced to a minimum level. since there is little information about the environmental, ecological, hydrological, and hydrogeological status in most mining areas, a comprehensive study of the area's water, soil, plants, and animal species should be conducted. the existence of permanent and seasonal rivers in the vicinity of some mines, in some cases being located in protected areas of the iranian department of environment, and the presence of vegetation near some mines are among the matters that cause many environmental challenges in the mining areas. for this purpose, a series of comprehensive studies are critical in the pre-mining, during mining, and closure phases of the mine life. in addition, detailed studies should be done on factories such as smelters located in the mining areas. life cycle assessment (lca) is widely used in order to determine the environmental status of these factories. furthermore, the issue of process water and water recycling, as well as waste management, should be considered. nowadays, the environmental monitoring technology is one of the widely used tools in many mines in the world. moreover, these mining companies' green space management system should be given special attention according to the obligatory standards of the iranian department of environment. in this paper, a conceptual framework for the green mining method will be introduced for the coal mines to consider the economic and social aspects, and we pay a special attention to the health, safety, and environmental requirements. © 2022, shahrood university of technology. all rights reserved.",0,soil,0.9601179361343384
2022,"effects of crumb rubber inclusion on strength, permeability, and acid attack resistance of alkali-activated concrete incorporating different industrial wastes","this study examines the suitability of alternate binders and crumb rubber (cr) to produce light weight alkali-activated concrete (aac). for this, strength, and durability performance of aac incorporating cr by partially replacing fine aggregate was studied. to produce aac, four different binders, including fly ash, rice husk ash (rha), metakaolin, and bottom ash were used. fine aggregates were substituted with cr at 0%, 10%, 20%, and 30% for each aac mix (with different binders). furthermore, the mixes were prepared using 12 m sodium hydroxide (naoh) solution, and the ratio of sodium silicate (na2sio3) to naoh was taken as 2.5. the samples were cured at ambient temperature. strength and durability properties, including permeability through water absorption and acid attack (hydrochloric acid [hcl] and sulfuric acid [h2so4]), were also checked. results of this study revealed that the strength decreased with the increase in cr content. further, this decrease was high at 30% replacement but strength was satisfactory. aac showed good relationships among compressive, flexural, and split tensile strengths. similar footprints were observed for permeability results. however, highest water absorption was observed for bottom ash binder (with 30% substitution of cr). mixes with fly ash and metakaolin binders outperformed the other mixes while comparing the compressive strength of acid exposed samples. overall, a sustainable and durable light weight aac can be prepared using 20% cr. © 2022 international federation for structural concrete.","effects of crumb rubber inclusion on strength, permeability, and acid attack resistance of alkali-activated concrete incorporating different industrial wastes this study examines the suitability of alternate binders and crumb rubber (cr) to produce light weight alkali-activated concrete (aac). for this, strength, and durability performance of aac incorporating cr by partially replacing fine aggregate was studied. to produce aac, four different binders, including fly ash, rice husk ash (rha), metakaolin, and bottom ash were used. fine aggregates were substituted with cr at 0%, 10%, 20%, and 30% for each aac mix (with different binders). furthermore, the mixes were prepared using 12 m sodium hydroxide (naoh) solution, and the ratio of sodium silicate (na2sio3) to naoh was taken as 2.5. the samples were cured at ambient temperature. strength and durability properties, including permeability through water absorption and acid attack (hydrochloric acid [hcl] and sulfuric acid [h2so4]), were also checked. results of this study revealed that the strength decreased with the increase in cr content. further, this decrease was high at 30% replacement but strength was satisfactory. aac showed good relationships among compressive, flexural, and split tensile strengths. similar footprints were observed for permeability results. however, highest water absorption was observed for bottom ash binder (with 30% substitution of cr). mixes with fly ash and metakaolin binders outperformed the other mixes while comparing the compressive strength of acid exposed samples. overall, a sustainable and durable light weight aac can be prepared using 20% cr. © 2022 international federation for structural concrete.",1,water,0.8942945599555969
2022,biochar and soil properties limit the phytoavailability of lead and cadmium by brassica chinensis l. in contaminated soils,"the current study investigated the effect of biochars derived from cinnamomum woodchip, garden waste and mulberry woodchip on soil phytoavailable lead (pb), cadmium (cd) pools, and their uptake by chinese cabbage (brassica chinensis l.). the biochars were produced at 450 °c of pyrolysis temperature. the contaminated soils were collected from yunfu (classified as udept), jiyuan (ustalf) and shaoguan (udult) cities in china at the depth of 0–20 cm and amended with biochars at the rate of 3% w/w. after mixing the soil with biochar for 14 days, the chinese cabbage was planted in the amended soils. then, it was harvested on the 48th day after sowing period. in udult soil, chinese cabbage died 18 days after sowing period in control and soils amended with cinnamomum and mulberry biochars. although only plants grown with the garden waste biochar treatment survived in udult soil, amendment of garden waste or mulberry biochars at 3% w/w (450 °c) to udult soil significantly increased (4.95–6.25) soil ph compared to other biochar treatments. in udept and ustalf soils, the application of garden waste and mulberry biochars significantly improved plant biomass compared to control, albeit it was dependent on both biochar and soil properties. garden waste biochar significantly decreased soil cd phytoavailable concentration by 26% in the udult soil, while a decrease of soil cd phytoavailable concentration by 16% and 9% was observed in ustalf and udept soils, respectively. the available phosphorus in biochar and soil ph were important factors controlling toxic metal phytouptake by the plant. thus, the amendment of soil with biochar at 3% can effectively reduce the mobility of cd and pb in soil and plant uptake. however, biochar and soil properties should be well-known before being used for soil toxic metal immobilization. © 2022, the author(s).","biochar and soil properties limit the phytoavailability of lead and cadmium by brassica chinensis l. in contaminated soils the current study investigated the effect of biochars derived from cinnamomum woodchip, garden waste and mulberry woodchip on soil phytoavailable lead (pb), cadmium (cd) pools, and their uptake by chinese cabbage (brassica chinensis l.). the biochars were produced at 450 °c of pyrolysis temperature. the contaminated soils were collected from yunfu (classified as udept), jiyuan (ustalf) and shaoguan (udult) cities in china at the depth of 0–20 cm and amended with biochars at the rate of 3% w/w. after mixing the soil with biochar for 14 days, the chinese cabbage was planted in the amended soils. then, it was harvested on the 48th day after sowing period. in udult soil, chinese cabbage died 18 days after sowing period in control and soils amended with cinnamomum and mulberry biochars. although only plants grown with the garden waste biochar treatment survived in udult soil, amendment of garden waste or mulberry biochars at 3% w/w (450 °c) to udult soil significantly increased (4.95–6.25) soil ph compared to other biochar treatments. in udept and ustalf soils, the application of garden waste and mulberry biochars significantly improved plant biomass compared to control, albeit it was dependent on both biochar and soil properties. garden waste biochar significantly decreased soil cd phytoavailable concentration by 26% in the udult soil, while a decrease of soil cd phytoavailable concentration by 16% and 9% was observed in ustalf and udept soils, respectively. the available phosphorus in biochar and soil ph were important factors controlling toxic metal phytouptake by the plant. thus, the amendment of soil with biochar at 3% can effectively reduce the mobility of cd and pb in soil and plant uptake. however, biochar and soil properties should be well-known before being used for soil toxic metal immobilization. © 2022, the author(s).",0,soil,0.9240683913230896
2022,deep-sea nodules versus land ores: a comparative systems analysis of mining and processing wastes for battery-metal supply chains,"to meet un sustainable development goals, a clean-energy transition with minimal ecological impact from its raw-material supply chain is essential. polymetallic nodules lying unattached on the abyssal seafloor of the pacific ocean's clarion clipperton zone contain four critical metals (nickel, cobalt, manganese, copper) in large quantities, and the international seabed authority may soon enact regulations to allow their commercial exploitation. there are complex global ecological implications of doing so. nodule exploitation would damage abyssal habitats and may impact midwater-column organisms; but in the absence of nodule exploitation, terrestrial mining's environmental and social impacts would intensify. this paper adds to the growing systems-based literature on nodule collection by contributing a preliminary material flow analysis of global-average cradle-to-gate waste streams using either nodules or terrestrial sources as part of a preliminary life cycle assessment, as well as integrated risk assessments of those waste streams. system endpoints are battery precursors (nickel sulfate, cobalt sulfate, manganese sulfate), copper cathode, and a 40% or 75% manganese product. overburden, tailings, and processing and refining wastes from terrestrial mining are compared to the nodule industry's anticipated offshore and onshore wastes, including sediment disrupted by nodule-collection machines. robustness to offshore technology assumptions is tested using monte carlo simulation, while onshore mass-flow scenarios incorporate a “negligible-waste” flowsheet and high-waste flowsheets where manganese is not recovered. a billion-ev scenario incorporates the effects of declining terrestrial copper and nickel ore grades. results imply that metal production from nodules may produce less waste of lower severities, caveated by uncertain impacts of disrupted sediment. © 2022 the authors. journal of industrial ecology published by wiley periodicals llc on behalf of the international society for industrial ecology.","deep-sea nodules versus land ores: a comparative systems analysis of mining and processing wastes for battery-metal supply chains to meet un sustainable development goals, a clean-energy transition with minimal ecological impact from its raw-material supply chain is essential. polymetallic nodules lying unattached on the abyssal seafloor of the pacific ocean's clarion clipperton zone contain four critical metals (nickel, cobalt, manganese, copper) in large quantities, and the international seabed authority may soon enact regulations to allow their commercial exploitation. there are complex global ecological implications of doing so. nodule exploitation would damage abyssal habitats and may impact midwater-column organisms; but in the absence of nodule exploitation, terrestrial mining's environmental and social impacts would intensify. this paper adds to the growing systems-based literature on nodule collection by contributing a preliminary material flow analysis of global-average cradle-to-gate waste streams using either nodules or terrestrial sources as part of a preliminary life cycle assessment, as well as integrated risk assessments of those waste streams. system endpoints are battery precursors (nickel sulfate, cobalt sulfate, manganese sulfate), copper cathode, and a 40% or 75% manganese product. overburden, tailings, and processing and refining wastes from terrestrial mining are compared to the nodule industry's anticipated offshore and onshore wastes, including sediment disrupted by nodule-collection machines. robustness to offshore technology assumptions is tested using monte carlo simulation, while onshore mass-flow scenarios incorporate a “negligible-waste” flowsheet and high-waste flowsheets where manganese is not recovered. a billion-ev scenario incorporates the effects of declining terrestrial copper and nickel ore grades. results imply that metal production from nodules may produce less waste of lower severities, caveated by uncertain impacts of disrupted sediment. © 2022 the authors. journal of industrial ecology published by wiley periodicals llc on behalf of the international society for industrial ecology.",3,metal,0.8903042674064636
2022,environmental chemistry response of beryllium to diverse soil-solution conditions at a waste disposal site,"this study evaluated how the variation in different sorption conditions of beryllium (be) in soil-water systems (electrolytes; ionic strengths; competing, counter, and co-existing ions; concentrations of be and soil; and temperature) affected be's environmental behaviour. for this reason, potentially contaminated soil was collected from a legacy waste site near sydney, australia. the sorption-desorption plateau for be was found at &gt;12.5 g l−1 (soil/solution), considering higher sorption and limited desorption. variable surface charges developed by different added ions (competing ions, counter ions, and co-existence of all ions) were not always correlated with be sorption. however, effects of added ions in be sorption (increased by counter ions and decreased by competing ions) primarily occurred at low ph, with no noticeable changes at ph &gt; 6 due to the hydration and precipitation behaviour of be at higher ph. both laboratory data and modelling indicated the substantial effect of counter ions on increased sorption of be. relatively higher amounts of sorption under the co-existence of all added ions were suggested from synergistic actions. sorption was favourable (kl &gt; 0, and 0 &lt; rl &lt; 1) across all concentrations and temperatures at ph 5.5, and high retention (84-97%) occurred after four desorption cycles indicated specific sorption. the sorption process was exothermic (δh &gt; −43 kj mole−1), while desorption was endothermic (δh &gt; +78.4 kj mole−1). all sorption-desorption reactions were spontaneous (δg = −ve), and executed without any structural deformation (δs = nearly zero) of soil particles. however, the effect of temperature on desorption was influenced by the concentrations of be. higher retention and different sorption-desorption parameters (kd-desorption &gt; kd-sorption; kf-desorption &gt; kf-sorption; ndesorption/nsorption &lt; 1) indicate limited mobility of be and the presence of desorption hysteresis in the studied soil under the experimental conditions. © 2023 the royal society of chemistry.","environmental chemistry response of beryllium to diverse soil-solution conditions at a waste disposal site this study evaluated how the variation in different sorption conditions of beryllium (be) in soil-water systems (electrolytes; ionic strengths; competing, counter, and co-existing ions; concentrations of be and soil; and temperature) affected be's environmental behaviour. for this reason, potentially contaminated soil was collected from a legacy waste site near sydney, australia. the sorption-desorption plateau for be was found at &gt;12.5 g l−1 (soil/solution), considering higher sorption and limited desorption. variable surface charges developed by different added ions (competing ions, counter ions, and co-existence of all ions) were not always correlated with be sorption. however, effects of added ions in be sorption (increased by counter ions and decreased by competing ions) primarily occurred at low ph, with no noticeable changes at ph &gt; 6 due to the hydration and precipitation behaviour of be at higher ph. both laboratory data and modelling indicated the substantial effect of counter ions on increased sorption of be. relatively higher amounts of sorption under the co-existence of all added ions were suggested from synergistic actions. sorption was favourable (kl &gt; 0, and 0 &lt; rl &lt; 1) across all concentrations and temperatures at ph 5.5, and high retention (84-97%) occurred after four desorption cycles indicated specific sorption. the sorption process was exothermic (δh &gt; −43 kj mole−1), while desorption was endothermic (δh &gt; +78.4 kj mole−1). all sorption-desorption reactions were spontaneous (δg = −ve), and executed without any structural deformation (δs = nearly zero) of soil particles. however, the effect of temperature on desorption was influenced by the concentrations of be. higher retention and different sorption-desorption parameters (kd-desorption &gt; kd-sorption; kf-desorption &gt; kf-sorption; ndesorption/nsorption &lt; 1) indicate limited mobility of be and the presence of desorption hysteresis in the studied soil under the experimental conditions. © 2023 the royal society of chemistry.",0,soil,0.9852169156074524
2022,the co-application of biochar with bioremediation for the removal of petroleum hydrocarbons from contaminated soil,"soil pollution from petroleum hydrocarbon is a global environmental problem that could contribute to the non-actualisation of the united nations sustainable development goals. several techniques have been used to remediate petroleum hydrocarbon-contaminated soils; however, there are technical and economical limitations to existing methods. as such, the development of new approaches and the improvement of existing techniques are imperative. biochar, a low-cost carbonaceous product of the thermal decomposition of waste biomass has gained relevance in soil remediation. biochar has been applied to remediate hydrocarbon-contaminated soils, with positive and negative results reported. consequently, attempts have been made to improve the performance of biochar in the hydrocarbon-based remediation process through the co-application of biochar with other bioremediation techniques as well as modifying biochar properties before use. despite the progress made in this domain, there is a lack of a detailed single review consolidating the critical findings, new developments, and challenges in biochar-based remediation of petroleum hydrocarbon-contaminated soil. this review assessed the potential of biochar co-application with other well-known bioremediation techniques such as bioaugmentation, phytoremediation, and biostimulation. additionally, the benefits of modification in enhancing biochar suitability for bioremediation were examined. it was concluded that biochar co-application generally resulted in higher hydrocarbon removal than sole biochar treatment, with up to a 4-fold higher removal observed in some cases. however, most of the biochar co-applied treatments did not result in hydrocarbon removal that was greater than the additive effects of individual treatment. overall, compared to their complementary treatments, biochar co-application with bioaugmentation was more beneficial in hydrocarbon removal than biochar co-application with either phytoremediation or biostimulation. future studies should integrate the ecotoxicological and cost implications of biochar co-application for a viable remediation process. lastly, improving the synergistic interactions of co-treatment on hydrocarbon removal is critical to capturing the full potential of biochar-based remediation. © 2022 elsevier b.v.","the co-application of biochar with bioremediation for the removal of petroleum hydrocarbons from contaminated soil soil pollution from petroleum hydrocarbon is a global environmental problem that could contribute to the non-actualisation of the united nations sustainable development goals. several techniques have been used to remediate petroleum hydrocarbon-contaminated soils; however, there are technical and economical limitations to existing methods. as such, the development of new approaches and the improvement of existing techniques are imperative. biochar, a low-cost carbonaceous product of the thermal decomposition of waste biomass has gained relevance in soil remediation. biochar has been applied to remediate hydrocarbon-contaminated soils, with positive and negative results reported. consequently, attempts have been made to improve the performance of biochar in the hydrocarbon-based remediation process through the co-application of biochar with other bioremediation techniques as well as modifying biochar properties before use. despite the progress made in this domain, there is a lack of a detailed single review consolidating the critical findings, new developments, and challenges in biochar-based remediation of petroleum hydrocarbon-contaminated soil. this review assessed the potential of biochar co-application with other well-known bioremediation techniques such as bioaugmentation, phytoremediation, and biostimulation. additionally, the benefits of modification in enhancing biochar suitability for bioremediation were examined. it was concluded that biochar co-application generally resulted in higher hydrocarbon removal than sole biochar treatment, with up to a 4-fold higher removal observed in some cases. however, most of the biochar co-applied treatments did not result in hydrocarbon removal that was greater than the additive effects of individual treatment. overall, compared to their complementary treatments, biochar co-application with bioaugmentation was more beneficial in hydrocarbon removal than biochar co-application with either phytoremediation or biostimulation. future studies should integrate the ecotoxicological and cost implications of biochar co-application for a viable remediation process. lastly, improving the synergistic interactions of co-treatment on hydrocarbon removal is critical to capturing the full potential of biochar-based remediation. © 2022 elsevier b.v.",0,soil,0.9929399490356445
2022,triple action of fecl3-assisted hydrothermal treatment of digested sludge for deep dewatering,"in this study, a fecl3-assisted hydrothermal treatment (htt) process under mild conditions (90 °c–130 °c) was developed for deep dewatering of anaerobically digested sludge. htt of sludge at 90 °c–130 °c with 4%–6% fe3+ ions loading based on total sludge solids followed by mechanical dewatering reduced sludge water content from 82% to 38%–53% and sludge weight by 62%–72%. the treatment increased the flowability of sludge through reduction of apparent viscosity and disintegration of colloidal forces between sludge particles. this study unveiled that fecl3-assisted htt process had three mechanisms for improving sludge dewaterability and flowability. the treatment hydrolysed sludge flocs in the presence of lewis acid fecl3 and high temperature (90–130 °c). fe3+ ions also improved dewaterability through the formation of double electric layers and neutralisation of surface negative charges, leading to flocculation of sludge flocs. more importantly, the hydrolysed sludge components produced during htt process acted as reducing agents and led to in-situ generation of iron oxyhydroxide nanoparticles through reduction-oxidation reactions, further enhancing flocculation/co-precipitation of sludge flocs. the treatment reduced eps content and changed conformational structures of eps proteins by breaking down hydrogen bond-maintaining α-helix which led to a loose eps protein structure and enhanced hydrophobicity and flocculability. furthermore, the fecl3-assisted treatment promoted immobilisation of the majority of heavy metals in the sludge matrix through co-precipitation/complexation reactions with iron species and organic/inorganic matters. this indicates that the fecl3-assisted treatment reduced direct toxicity/bioavailability of the majority of heavy metals and the treated sludge may be suitable for land application. overall, this study provides new insights into mechanism of fecl3-assisted htt process for dewaterability of anaerobically digested sludge and immobilisation of heavy metals. © 2022","triple action of fecl3-assisted hydrothermal treatment of digested sludge for deep dewatering in this study, a fecl3-assisted hydrothermal treatment (htt) process under mild conditions (90 °c–130 °c) was developed for deep dewatering of anaerobically digested sludge. htt of sludge at 90 °c–130 °c with 4%–6% fe3+ ions loading based on total sludge solids followed by mechanical dewatering reduced sludge water content from 82% to 38%–53% and sludge weight by 62%–72%. the treatment increased the flowability of sludge through reduction of apparent viscosity and disintegration of colloidal forces between sludge particles. this study unveiled that fecl3-assisted htt process had three mechanisms for improving sludge dewaterability and flowability. the treatment hydrolysed sludge flocs in the presence of lewis acid fecl3 and high temperature (90–130 °c). fe3+ ions also improved dewaterability through the formation of double electric layers and neutralisation of surface negative charges, leading to flocculation of sludge flocs. more importantly, the hydrolysed sludge components produced during htt process acted as reducing agents and led to in-situ generation of iron oxyhydroxide nanoparticles through reduction-oxidation reactions, further enhancing flocculation/co-precipitation of sludge flocs. the treatment reduced eps content and changed conformational structures of eps proteins by breaking down hydrogen bond-maintaining α-helix which led to a loose eps protein structure and enhanced hydrophobicity and flocculability. furthermore, the fecl3-assisted treatment promoted immobilisation of the majority of heavy metals in the sludge matrix through co-precipitation/complexation reactions with iron species and organic/inorganic matters. this indicates that the fecl3-assisted treatment reduced direct toxicity/bioavailability of the majority of heavy metals and the treated sludge may be suitable for land application. overall, this study provides new insights into mechanism of fecl3-assisted htt process for dewaterability of anaerobically digested sludge and immobilisation of heavy metals. © 2022",1,water,0.8220376968383789
2022,copper (cu) speciation in organic-waste (ow) amended soil: instability of ow-borne cu(i) sulfide and role of clay and iron oxide minerals,"the geochemistry of copper (cu) is generally assumed to be controlled by organic matter in soils. however, the role of clay and iron oxide minerals may be understated. soil density fractionation, x-ray diffraction (xrd), and x-ray absorption spectroscopy (xas) were combined to assess the long-term behavior of cu in an agricultural soil subject to organic waste application. two unprecedented molecular environments of natural cu (i.e. cu inherited from the parent rock) in soils are reported: cu dimer in the interlayer of vermiculite and cu structurally incorporated within hematite. moreover, the soil naturally containing cu-vermiculite, cu-hematite, but also cu-kaolinite (cutotal = 122 mg·kg−1) was amended over 11 years with cu-rich pig slurry in which cu was 100 % cu(i) sulfide. natural cu associated with clay and iron oxide minerals persisted in the amended soil, but the exogenous cu(i) sulfide was unstable. the increase in cu concentration in the amended soil to 174 mg·kg−1 was accounted for the increase of cu sorbed to kaolinite and cu bound to organic matter. these results are important for better understanding the natural occurrence of cu in soils and for assessing the environmental impacts of organic waste recycling in agricultural fields. © 2022","copper (cu) speciation in organic-waste (ow) amended soil: instability of ow-borne cu(i) sulfide and role of clay and iron oxide minerals the geochemistry of copper (cu) is generally assumed to be controlled by organic matter in soils. however, the role of clay and iron oxide minerals may be understated. soil density fractionation, x-ray diffraction (xrd), and x-ray absorption spectroscopy (xas) were combined to assess the long-term behavior of cu in an agricultural soil subject to organic waste application. two unprecedented molecular environments of natural cu (i.e. cu inherited from the parent rock) in soils are reported: cu dimer in the interlayer of vermiculite and cu structurally incorporated within hematite. moreover, the soil naturally containing cu-vermiculite, cu-hematite, but also cu-kaolinite (cutotal = 122 mg·kg−1) was amended over 11 years with cu-rich pig slurry in which cu was 100 % cu(i) sulfide. natural cu associated with clay and iron oxide minerals persisted in the amended soil, but the exogenous cu(i) sulfide was unstable. the increase in cu concentration in the amended soil to 174 mg·kg−1 was accounted for the increase of cu sorbed to kaolinite and cu bound to organic matter. these results are important for better understanding the natural occurrence of cu in soils and for assessing the environmental impacts of organic waste recycling in agricultural fields. © 2022",0,soil,0.9960294961929321
2022,technical analysis and energy efficiency enhancement of a ginger dehydrator,"in any processing facility, the cost of production is critical and will determine whether it remains operational, as high production costs affect its viability. in the case of a ginger processing facility, one major cost is the burning of gas to provide thermal energy to its dehydrator. research shows that the temperature and humidity of the air in a dehydrator will affect the rate at which a food product is dried. a reduction of 30% in the humidity level of the air can reduce the drying time by 64% for certain food products. in this project, potential modifications for an existing dehydrator are evaluated to determine whether they will improve the overall performance and efficiency of the dehydrator and reduce the amount of energy required to dry the ginger. these potential modifications include incorporating a desiccant dehumidification wheel and a waste heat recovery system to improve the performance of the dehydrator. apart from removing moisture from the air, the desiccant wheel also transfers thermal energy to the inlet air during the dehumidification process. the detailed model is developed using trnsys simulation software, and key component results are validated with experiments. modelling shows that the combination of a desiccant dehumidification wheel and a heat recovery system can reduce gas consumption by approximately 77%. however, other factors also need to be considered to maximise the improvements in efficiency and performance. © 2022 american institute of physics inc.. all rights reserved.","technical analysis and energy efficiency enhancement of a ginger dehydrator in any processing facility, the cost of production is critical and will determine whether it remains operational, as high production costs affect its viability. in the case of a ginger processing facility, one major cost is the burning of gas to provide thermal energy to its dehydrator. research shows that the temperature and humidity of the air in a dehydrator will affect the rate at which a food product is dried. a reduction of 30% in the humidity level of the air can reduce the drying time by 64% for certain food products. in this project, potential modifications for an existing dehydrator are evaluated to determine whether they will improve the overall performance and efficiency of the dehydrator and reduce the amount of energy required to dry the ginger. these potential modifications include incorporating a desiccant dehumidification wheel and a waste heat recovery system to improve the performance of the dehydrator. apart from removing moisture from the air, the desiccant wheel also transfers thermal energy to the inlet air during the dehumidification process. the detailed model is developed using trnsys simulation software, and key component results are validated with experiments. modelling shows that the combination of a desiccant dehumidification wheel and a heat recovery system can reduce gas consumption by approximately 77%. however, other factors also need to be considered to maximise the improvements in efficiency and performance. © 2022 american institute of physics inc.. all rights reserved.",2,air,0.978126585483551
2022,photocatalytic activity of carbon nanotube/zinc oxide nanocomposite for solar energy based water treatment and photoelectrochemical water splitting,"fluorine doped tin oxide (fto) was used as the substrate for the synthesis of multi-walled carbon nanotubes/zinc oxide nanorods composites. the first composite was a layer-by-layer sample of multi-walled carbon nanotubes/zinc oxide nanorods and the second was a mixed sample of multi-walled carbon nanotubes/zinc oxide nanorods. characterisation techniques including xrd, fe-sem and uv-visible spectroscopy were performed on both the composites to investigate the diffraction peaks, morphology and band gap energy, respectively. dye degradation and photoeletrochemical (pec) performance of both the composites were studied and the results proved that the photocatalytic activity and the photoelectrochemical performance were improved by the incorporation of mwcnt with zno nanorods. the highest dye degradation of 64.44% and 39.57% under uv and am1.5g illumination and the highest photocurrent density of 1.5x10-4 a/cm2 and 8.0x10-5a/cm2 under uv and am1.5g illumination were achieved by the mwcnt/zno layer-by-layer sample. this makes mwcnt/zno nanorods layer-by-layer sample a promising candidate for the removal of organic dyes from waste waters and for the production of hydrogen as a source of sustainable energy by using the abundant light energy for water splitting. © 2022 american institute of physics inc.. all rights reserved.","photocatalytic activity of carbon nanotube/zinc oxide nanocomposite for solar energy based water treatment and photoelectrochemical water splitting fluorine doped tin oxide (fto) was used as the substrate for the synthesis of multi-walled carbon nanotubes/zinc oxide nanorods composites. the first composite was a layer-by-layer sample of multi-walled carbon nanotubes/zinc oxide nanorods and the second was a mixed sample of multi-walled carbon nanotubes/zinc oxide nanorods. characterisation techniques including xrd, fe-sem and uv-visible spectroscopy were performed on both the composites to investigate the diffraction peaks, morphology and band gap energy, respectively. dye degradation and photoeletrochemical (pec) performance of both the composites were studied and the results proved that the photocatalytic activity and the photoelectrochemical performance were improved by the incorporation of mwcnt with zno nanorods. the highest dye degradation of 64.44% and 39.57% under uv and am1.5g illumination and the highest photocurrent density of 1.5x10-4 a/cm2 and 8.0x10-5a/cm2 under uv and am1.5g illumination were achieved by the mwcnt/zno layer-by-layer sample. this makes mwcnt/zno nanorods layer-by-layer sample a promising candidate for the removal of organic dyes from waste waters and for the production of hydrogen as a source of sustainable energy by using the abundant light energy for water splitting. © 2022 american institute of physics inc.. all rights reserved.",1,water,0.8506656289100647
2022,environmental impact of algae-based biofuel production: a review,"concerns about the rapid depletion of fossil fuels, energy security, climate change due to global warming, environmental pollution, and faster increase of fossil fuel prices have drawn attention to researchers, the scientific community, and government policymakers to develop alternative energy sources for reducing dependence on fossil fuel. in recent years, microalgae culture has received significant attention due to its potential application for bioenergy production, wastewater treatment, industrial co2 removal, and production of biochemical compounds that can be used for human and animal health and other benefits. however, large-scale microalgae production and their processing for producing various products and by-products could have environmental impacts beyond energy consumption in the microalgal production process. this article has reviewed the environmental effects of microalgae-based biofuel production on water resources and quality, eutrophication, biodiversity, waterborne toxicant, algal toxicity, wastewater remediation or treatment, waste generation, and greenhouse gas land-use changes, and genetically engineered microalgae. © 2022 american institute of physics inc.. all rights reserved.","environmental impact of algae-based biofuel production: a review concerns about the rapid depletion of fossil fuels, energy security, climate change due to global warming, environmental pollution, and faster increase of fossil fuel prices have drawn attention to researchers, the scientific community, and government policymakers to develop alternative energy sources for reducing dependence on fossil fuel. in recent years, microalgae culture has received significant attention due to its potential application for bioenergy production, wastewater treatment, industrial co2 removal, and production of biochemical compounds that can be used for human and animal health and other benefits. however, large-scale microalgae production and their processing for producing various products and by-products could have environmental impacts beyond energy consumption in the microalgal production process. this article has reviewed the environmental effects of microalgae-based biofuel production on water resources and quality, eutrophication, biodiversity, waterborne toxicant, algal toxicity, wastewater remediation or treatment, waste generation, and greenhouse gas land-use changes, and genetically engineered microalgae. © 2022 american institute of physics inc.. all rights reserved.",1,water,0.9922665953636169
